Time,_dummy,_derdummy,sum_nu,sum_u_1_,sum_u_2_,sum_u_3_,sum_y,sum_k_1_,sum_k_2_,sum_k_3_,sine_amplitude,sine_freqHz,sine_phase,sine_offset,sine_startTime,sine_y,sine_pi,realToInteger_u,realToInteger_y,integerConstant_k,integerConstant_y,showValue_use_0numberPort,showValue_number,showValue_numberPort,showValue_showNumber,product_nu,product_u_1_,product_u_2_,product_y,showValue1_use_0numberPort,showValue1_number,showValue1_numberPort,showValue1_showNumber,triggeredAdd_u,triggeredAdd_y,triggeredAdd_use_0reset,triggeredAdd_use_0set,triggeredAdd_y_0start,triggeredAdd_trigger,triggeredAdd_local_0reset,triggeredAdd_local_0set,booleanPulse1_width,booleanPulse1_period,booleanPulse1_startTime,booleanPulse1_y,booleanPulse1_Twidth,booleanPulse1_pulsStart,showValue2_use_0numberPort,showValue2_number,showValue2_numberPort,showValue2_showNumber,multiSwitch1_expr_1_,multiSwitch1_expr_2_,multiSwitch1_y_0default,multiSwitch1_use_0pre_0as_0default,multiSwitch1_nu,multiSwitch1_u_1_,multiSwitch1_u_2_,multiSwitch1_y,multiSwitch1_firstActiveIndex,booleanPulse2_width,booleanPulse2_period,booleanPulse2_startTime,booleanPulse2_y,booleanPulse2_Twidth,booleanPulse2_pulsStart,showValue3_use_0numberPort,showValue3_number,showValue3_showNumber,DymolaConvertInputToReal0,DymolaConvertInputToREAL0,integerStep,y_0sum,y_0product,y_0triggeredAdd,y_0multiSwitch,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
5.2,1,0,3,0,0,1,1,1,1,1,3,0.1,0,0,0,-0.376,3.14159,-0.376,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,1,0,5,4,0,1,0,8
5.22,1,0,3,0,0,1,1,1,1,1,3,0.1,0,0,0,-0.413371,3.14159,-0.413371,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,1,0,5,4,0,1,0,8
5.24,1,0,3,0,0,1,1,1,1,1,3,0.1,0,0,0,-0.450677,3.14159,-0.450677,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,1,0,5,4,0,1,0,8
5.26,1,0,3,0,0,1,1,1,1,1,3,0.1,0,0,0,-0.487911,3.14159,-0.487911,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,1,0,5,4,0,1,0,8
5.2665,1,0,3,0,0,1,1,1,1,1,3,0.1,0,0,0,-0.5,3.14159,-0.5,0,1,1,1,0,1,1,2,1,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,1,0,5,4,0,1,0,8
5.2665,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.5,3.14159,-0.5,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.28,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.525069,3.14159,-0.525069,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.3,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.562144,3.14159,-0.562144,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.32,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.59913,3.14159,-0.59913,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.34,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.636021,3.14159,-0.636021,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.36,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.672812,3.14159,-0.672812,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.38,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.709497,3.14159,-0.709497,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.4,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.74607,3.14159,-0.74607,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.42,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.782525,3.14159,-0.782525,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.44,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.818856,3.14159,-0.818856,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.46,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.855058,3.14159,-0.855058,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.48,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.891125,3.14159,-0.891125,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.5,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.927051,3.14159,-0.927051,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,50,1,0,1,0.5,5,1,0,5,5,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,4,0,4,4,0,0,0,0,0,5,4,0,1,0,8
5.5,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.927051,3.14159,-0.927051,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.52,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.962831,3.14159,-0.962831,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.54,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-0.998459,3.14159,-0.998459,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.56,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.03393,3.14159,-1.03393,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.58,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.06924,3.14159,-1.06924,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.6,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.10437,3.14159,-1.10437,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,4,0,6,6,0,0,0,0,0,5,6,0,1,0,8
5.6,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.10437,3.14159,-1.10437,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.62,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.13934,3.14159,-1.13934,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.64,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.17412,3.14159,-1.17412,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.66,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.20872,3.14159,-1.20872,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.68,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.24313,3.14159,-1.24313,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.7,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.27734,3.14159,-1.27734,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.72,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.31135,3.14159,-1.31135,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.74,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.34515,3.14159,-1.34515,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.76,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.37874,3.14159,-1.37874,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.78,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.41211,3.14159,-1.41211,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.8,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.44526,3.14159,-1.44526,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.82,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.47818,3.14159,-1.47818,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.83333,1,0,3,-1,0,1,0,1,1,1,3,0.1,0,0,0,-1.5,3.14159,-1.5,-1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,0,0,5,2,0,1,0,8
5.83333,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.5,3.14159,-1.5,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.84,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.51087,3.14159,-1.51087,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.86,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.54332,3.14159,-1.54332,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.88,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.57552,3.14159,-1.57552,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.9,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.60748,3.14159,-1.60748,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.92,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.63918,3.14159,-1.63918,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.94,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.67063,3.14159,-1.67063,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.96,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.70181,3.14159,-1.70181,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
5.98,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.73272,3.14159,-1.73272,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
6,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.76336,3.14159,-1.76336,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,50,1,0,0,0.5,5,1,0,5,5,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,4,0,2,2,0,0,0,-1,0,5,2,0,1,0,8
6,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.76336,3.14159,-1.76336,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.02,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.79372,3.14159,-1.79372,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.04,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.82379,3.14159,-1.82379,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.06,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.85358,3.14159,-1.85358,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.08,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.88307,3.14159,-1.88307,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.1,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.91227,3.14159,-1.91227,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.12,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.94117,3.14159,-1.94117,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.14,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.96976,3.14159,-1.96976,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.16,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-1.99804,3.14159,-1.99804,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.18,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.026,3.14159,-2.026,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.2,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.05364,3.14159,-2.05364,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.22,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.08096,3.14159,-2.08096,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.24,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.10795,3.14159,-2.10795,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.26,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.13461,3.14159,-2.13461,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.28,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.16093,3.14159,-2.16093,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.3,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.18691,3.14159,-2.18691,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.32,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.21254,3.14159,-2.21254,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.34,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.23782,3.14159,-2.23782,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.36,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.26275,3.14159,-2.26275,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.38,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.28733,3.14159,-2.28733,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.4,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.31154,3.14159,-2.31154,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.42,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.33539,3.14159,-2.33539,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.44,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.35887,3.14159,-2.35887,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
6.46,1,0,3,-2,0,1,-1,1,1,1,3,0.1,0,0,0,-2.38197,3.14159,-2.38197,-2,1,1,1,0,-1,-1,2,-1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,50,1,0,1,0.5,6,1,0,6,6,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,6,0,4,4,0,0,0,-1,0,6,4,0,1,0,8
