"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
3.96,1.68338,4.69006,1.68338,26.2053,-0.0138052,-1.711
3.97,1.67605,4.70686,1.67605,26.4619,-0.020966,-1.71798
3.98,1.66865,4.72358,1.66865,26.721,-0.0281228,-1.72489
3.99,1.66118,4.74023,1.66118,26.9829,-0.0352749,-1.73173
4,1.65364,4.7568,1.65364,27.2475,-0.0424216,-1.73849
4.01,1.64604,4.7733,1.64604,27.5148,-0.0495623,-1.74517
4.02,1.63838,4.78972,1.63838,27.7849,-0.0566962,-1.75177
4.03,1.63065,4.80607,1.63065,28.0577,-0.0638226,-1.75829
4.04,1.62286,4.82234,1.62286,28.3334,-0.0709408,-1.76474
4.05,1.615,4.83853,1.615,28.612,-0.0780502,-1.7711
4.06,1.60709,4.85464,1.60709,28.8934,-0.0851501,-1.77739
4.07,1.59911,4.87067,1.59911,29.1777,-0.0922397,-1.78359
4.08,1.59107,4.88662,1.59107,29.465,-0.0993184,-1.78971
4.09,1.58298,4.90249,1.58298,29.7552,-0.106385,-1.79575
4.1,1.57482,4.91828,1.57482,30.0484,-0.11344,-1.8017
4.11,1.56661,4.93398,1.56661,30.3447,-0.120482,-1.80758
4.12,1.55834,4.94961,1.55834,30.644,-0.12751,-1.81336
4.13,1.55002,4.96515,1.55002,30.9464,-0.134524,-1.81907
4.14,1.54164,4.98061,1.54164,31.2519,-0.141522,-1.82469
4.15,1.53321,4.99598,1.53321,31.5606,-0.148505,-1.83022
4.16,1.52472,5.01127,1.52472,31.8725,-0.155472,-1.83567
4.17,1.51618,5.02648,1.51618,32.1876,-0.162421,-1.84103
4.18,1.50759,5.0416,1.50759,32.5059,-0.169353,-1.8463
4.19,1.49895,5.05663,1.49895,32.8275,-0.176266,-1.85148
4.2,1.49026,5.07158,1.49026,33.1525,-0.18316,-1.85658
4.21,1.48152,5.08643,1.48152,33.4808,-0.190034,-1.86159
4.22,1.47273,5.10121,1.47273,33.8125,-0.196887,-1.86651
4.23,1.4639,5.11589,1.4639,34.1476,-0.20372,-1.87134
4.24,1.45501,5.13048,1.45501,34.4862,-0.210531,-1.87608
4.25,1.44609,5.14499,1.44609,34.8282,-0.217319,-1.88073
4.26,1.43712,5.15941,1.43712,35.1738,-0.224084,-1.88528
4.27,1.4281,5.17373,1.4281,35.523,-0.230825,-1.88975
4.28,1.41904,5.18797,1.41904,35.8757,-0.237542,-1.89412
4.29,1.40994,5.20211,1.40994,36.2321,-0.244233,-1.89841
4.3,1.4008,5.21617,1.4008,36.5922,-0.250899,-1.9026
4.31,1.39162,5.23013,1.39162,36.956,-0.257538,-1.90669
4.32,1.3824,5.244,1.3824,37.3235,-0.264151,-1.9107
4.33,1.37314,5.25778,1.37314,37.6948,-0.270735,-1.91461
4.34,1.36384,5.27146,1.36384,38.07,-0.277291,-1.91842
4.35,1.35451,5.28505,1.35451,38.449,-0.283818,-1.92215
4.36,1.34514,5.29855,1.34514,38.8319,-0.290316,-1.92577
4.37,1.33574,5.31196,1.33574,39.2187,-0.296783,-1.9293
4.38,1.3263,5.32527,1.3263,39.6095,-0.303219,-1.93274
4.39,1.31683,5.33848,1.31683,40.0044,-0.309624,-1.93608
4.4,1.30733,5.3516,1.30733,40.4033,-0.315996,-1.93932
4.41,1.2978,5.36463,1.2978,40.8063,-0.322335,-1.94247
4.42,1.28824,5.37756,1.28824,41.2135,-0.328642,-1.94552
4.43,1.27865,5.39039,1.27865,41.6248,-0.334914,-1.94848
4.44,1.26903,5.40313,1.26903,42.0404,-0.341151,-1.95133
4.45,1.25939,5.41577,1.25939,42.4603,-0.347353,-1.95409
4.46,1.24972,5.42832,1.24972,42.8844,-0.353519,-1.95676
4.47,1.24002,5.44077,1.24002,43.313,-0.359649,-1.95932
4.48,1.2303,5.45312,1.2303,43.7459,-0.365741,-1.96179
4.49,1.22056,5.46537,1.22056,44.1833,-0.371796,-1.96415
4.5,1.2108,5.47753,1.2108,44.6252,-0.377813,-1.96642
4.51,1.20101,5.48959,1.20101,45.0716,-0.38379,-1.96859
4.52,1.1912,5.50155,1.1912,45.5226,-0.389728,-1.97066
4.53,1.18138,5.51341,1.18138,45.9783,-0.395627,-1.97263
4.54,1.17154,5.52518,1.17154,46.4386,-0.401484,-1.9745
4.55,1.16168,5.53684,1.16168,46.9036,-0.4073,-1.97628
4.56,1.1518,5.54841,1.1518,47.3734,-0.413075,-1.97795
4.57,1.14191,5.55988,1.14191,47.8481,-0.418807,-1.97952
4.58,1.132,5.57125,1.132,48.3276,-0.424496,-1.98099
4.59,1.12208,5.58252,1.12208,48.812,-0.430142,-1.98237
4.6,1.11215,5.59369,1.11215,49.3014,-0.435743,-1.98364
4.61,1.10221,5.60476,1.10221,49.7958,-0.4413,-1.98481
4.62,1.09226,5.61574,1.09226,50.2953,-0.446812,-1.98588
4.63,1.0823,5.62661,1.0823,50.7999,-0.452279,-1.98685
4.64,1.07233,5.63738,1.07233,51.3096,-0.457699,-1.98772
4.65,1.06235,5.64805,1.06235,51.8246,-0.463072,-1.98849
4.66,1.05237,5.65863,1.05237,52.3449,-0.468398,-1.98916
4.67,1.04238,5.6691,1.04238,52.8705,-0.473677,-1.98973
4.68,1.03238,5.67948,1.03238,53.4015,-0.478907,-1.9902
4.69,1.02239,5.68975,1.02239,53.9379,-0.484088,-1.99056
4.7,1.01239,5.69992,1.01239,54.4798,-0.48922,-1.99083
4.71,1.00239,5.71,1.00239,55.0273,-0.494302,-1.99099
4.72,0.992389,5.71997,0.992389,55.5803,-0.499333,-1.99106
4.73,0.98239,5.72985,0.98239,56.139,-0.504314,-1.99102
4.74,0.972392,5.73962,0.972392,56.7035,-0.509244,-1.99088
4.75,0.962398,5.74929,0.962398,57.2737,-0.514122,-1.99064
4.76,0.952407,5.75887,0.952407,57.8497,-0.518947,-1.9903
4.77,0.942421,5.76834,0.942421,58.4316,-0.52372,-1.98986
4.78,0.93244,5.77772,0.93244,59.0195,-0.528439,-1.98932
4.79,0.922467,5.78699,0.922467,59.6134,-0.533105,-1.98868
4.8,0.912501,5.79616,0.912501,60.2134,-0.537717,-1.98793
4.81,0.902544,5.80524,0.902544,60.8194,-0.542274,-1.98709
4.82,0.892597,5.81422,0.892597,61.4317,-0.546776,-1.98615
4.83,0.88266,5.82309,0.88266,62.0503,-0.551223,-1.98511
4.84,0.872735,5.83187,0.872735,62.6751,-0.555613,-1.98396
4.85,0.862823,5.84055,0.862823,63.3063,-0.559948,-1.98272
4.86,0.852924,5.84913,0.852924,63.944,-0.564225,-1.98137
4.87,0.843041,5.8576,0.843041,64.5882,-0.568446,-1.97993
4.88,0.833173,5.86599,0.833173,65.2389,-0.572608,-1.97839
4.89,0.823321,5.87427,0.823321,65.8963,-0.576713,-1.97675
4.9,0.813488,5.88245,0.813488,66.5604,-0.580759,-1.97501
4.91,0.803673,5.89054,0.803673,67.2313,-0.584747,-1.97317
4.92,0.793877,5.89853,0.793877,67.909,-0.588675,-1.97123
4.93,0.784102,5.90642,0.784102,68.5936,-0.592544,-1.96919
4.94,0.774349,5.91421,0.774349,69.2852,-0.596352,-1.96705
4.95,0.764619,5.9219,0.764619,69.9838,-0.600101,-1.96482
4.96,0.754911,5.9295,0.754911,70.6896,-0.603788,-1.96249
4.97,0.745229,5.937,0.745229,71.4025,-0.607415,-1.96006
4.98,0.735572,5.94441,0.735572,72.1228,-0.61098,-1.95753
4.99,0.725941,5.95171,0.725941,72.8503,-0.614483,-1.95491
5,0.716338,5.95892,0.716338,73.5853,-0.617924,-1.95219
5.01,0.706763,5.96604,0.706763,74.3277,-0.621303,-1.94937
5.02,0.697217,5.97306,0.697217,75.0777,-0.624619,-1.94646
5.03,0.687702,5.97998,0.687702,75.8354,-0.627872,-1.94345
5.04,0.678218,5.98681,0.678218,76.6007,-0.631061,-1.94034
5.05,0.668766,5.99355,0.668766,77.3738,-0.634187,-1.93714
5.06,0.659347,6.00019,0.659347,78.1548,-0.637248,-1.93384
5.07,0.649963,6.00674,0.649963,78.9438,-0.640245,-1.93045
5.08,0.640613,6.01319,0.640613,79.7407,-0.643178,-1.92697
5.09,0.631299,6.01955,0.631299,80.5458,-0.646046,-1.92339
5.1,0.622022,6.02581,0.622022,81.359,-0.648848,-1.91972
5.11,0.612783,6.03199,0.612783,82.1806,-0.651585,-1.91595
5.12,0.603583,6.03807,0.603583,83.0104,-0.654256,-1.91209
5.13,0.594422,6.04406,0.594422,83.8487,-0.656861,-1.90814
5.14,0.585302,6.04996,0.585302,84.6955,-0.6594,-1.9041
5.15,0.576223,6.05577,0.576223,85.5509,-0.661872,-1.89997
5.16,0.567187,6.06148,0.567187,86.4151,-0.664278,-1.89574
5.17,0.558194,6.06711,0.558194,87.2879,-0.666616,-1.89143
5.18,0.549245,6.07265,0.549245,88.1697,-0.668887,-1.88702
5.19,0.540341,6.0781,0.540341,89.0604,-0.671091,-1.88252
5.2,0.531483,6.08345,0.531483,89.9601,-0.673227,-1.87794
5.21,0.522672,6.08873,0.522672,90.869,-0.675296,-1.87326
5.22,0.513909,6.09391,0.513909,91.7871,-0.677296,-1.8685
5.23,0.505194,6.099,0.505194,92.7145,-0.679228,-1.86365
5.24,0.496529,6.10401,0.496529,93.6513,-0.681091,-1.85871
5.25,0.487915,6.10893,0.487915,94.5976,-0.682886,-1.85369
5.26,0.479351,6.11377,0.479351,95.5535,-0.684612,-1.84858
5.27,0.470839,6.11852,0.470839,96.5191,-0.686269,-1.84338
5.28,0.462381,6.12319,0.462381,97.4945,-0.687857,-1.8381
5.29,0.453976,6.12777,0.453976,98.4798,-0.689376,-1.83273
5.3,0.445626,6.13227,0.445626,99.4751,-0.690825,-1.82728
5.31,0.437331,6.13668,0.437331,100.48,-0.692205,-1.82174
5.32,0.429092,6.14101,0.429092,101.496,-0.693515,-1.81612
5.33,0.420911,6.14526,0.420911,102.522,-0.694755,-1.81042
5.34,0.412787,6.14943,0.412787,103.558,-0.695925,-1.80464
5.35,0.404722,6.15352,0.404722,104.605,-0.697025,-1.79877
5.36,0.396717,6.15753,0.396717,105.662,-0.698055,-1.79283
5.37,0.388772,6.16145,0.388772,106.73,-0.699014,-1.7868
5.38,0.380888,6.1653,0.380888,107.809,-0.699903,-1.7807
5.39,0.373066,6.16907,0.373066,108.899,-0.700722,-1.77451
5.4,0.365307,6.17276,0.365307,109.999,-0.70147,-1.76825
5.41,0.357611,6.17638,0.357611,111.111,-0.702148,-1.76191
5.42,0.34998,6.17992,0.34998,112.235,-0.702755,-1.75549
5.43,0.342413,6.18338,0.342413,113.369,-0.703291,-1.749
5.44,0.334912,6.18677,0.334912,114.515,-0.703757,-1.74243
5.45,0.327478,6.19008,0.327478,115.673,-0.704151,-1.73578
5.46,0.320111,6.19332,0.320111,116.842,-0.704475,-1.72906
5.47,0.312812,6.19648,0.312812,118.023,-0.704728,-1.72227
5.48,0.305582,6.19957,0.305582,119.216,-0.70491,-1.7154
5.49,0.298421,6.20259,0.298421,120.421,-0.705021,-1.70846
5.5,0.29133,6.20554,0.29133,121.639,-0.705062,-1.70145
5.51,0.28431,6.20842,0.28431,122.868,-0.705031,-1.69437
5.52,0.277362,6.21123,0.277362,124.111,-0.704929,-1.68722
5.53,0.270486,6.21397,0.270486,125.365,-0.704757,-1.68
5.54,0.263683,6.21664,0.263683,126.632,-0.704514,-1.67271
5.55,0.256954,6.21924,0.256954,127.913,-0.704199,-1.66535
5.56,0.250298,6.22178,0.250298,129.206,-0.703814,-1.65793
5.57,0.243718,6.22425,0.243718,130.512,-0.703359,-1.65044
5.58,0.237214,6.22665,0.237214,131.831,-0.702832,-1.64288
5.59,0.230785,6.22899,0.230785,133.164,-0.702235,-1.63526
5.6,0.224434,6.23127,0.224434,134.51,-0.701567,-1.62757
5.61,0.21816,6.23348,0.21816,135.869,-0.700829,-1.61982
5.62,0.211965,6.23563,0.211965,137.243,-0.70002,-1.61201
5.63,0.205848,6.23772,0.205848,138.63,-0.699141,-1.60413
5.64,0.199811,6.23975,0.199811,140.031,-0.698192,-1.59619
5.65,0.193853,6.24172,0.193853,141.447,-0.697172,-1.5882
5.66,0.187976,6.24362,0.187976,142.876,-0.696083,-1.58014
5.67,0.182181,6.24548,0.182181,144.321,-0.694923,-1.57203
5.68,0.176467,6.24727,0.176467,145.779,-0.693694,-1.56386
5.69,0.170836,6.249,0.170836,147.253,-0.692395,-1.55563
5.7,0.165287,6.25069,0.165287,148.741,-0.691026,-1.54734
5.71,0.159822,6.25231,0.159822,150.244,-0.689588,-1.539
5.72,0.154441,6.25388,0.154441,151.763,-0.688081,-1.5306
5.73,0.149145,6.2554,0.149145,153.296,-0.686504,-1.52215
5.74,0.143933,6.25687,0.143933,154.846,-0.684859,-1.51365
5.75,0.138808,6.25828,0.138808,156.411,-0.683144,-1.5051
5.76,0.133768,6.25964,0.133768,157.991,-0.681361,-1.49649
5.77,0.128815,6.26095,0.128815,159.588,-0.67951,-1.48784
5.78,0.123949,6.26222,0.123949,161.2,-0.67759,-1.47913
5.79,0.119171,6.26343,0.119171,162.829,-0.675603,-1.47038
5.8,0.11448,6.2646,0.11448,164.475,-0.673547,-1.46157
5.81,0.109879,6.26572,0.109879,166.137,-0.671424,-1.45273
5.82,0.105366,6.2668,0.105366,167.815,-0.669233,-1.44383
5.83,0.100943,6.26783,0.100943,169.511,-0.666975,-1.43489
5.84,0.0966097,6.26882,0.0966097,171.224,-0.66465,-1.42591
5.85,0.0923667,6.26976,0.0923667,172.953,-0.662259,-1.41688
5.86,0.0882145,6.27067,0.0882145,174.701,-0.659801,-1.40782
5.87,0.0841535,6.27153,0.0841535,176.466,-0.657276,-1.39871
5.88,0.0801841,6.27235,0.0801841,178.248,-0.654686,-1.38956
5.89,0.0763066,6.27313,0.0763066,180.049,-0.65203,-1.38037
5.9,0.0725216,6.27388,0.0725216,181.868,-0.649308,-1.37114
5.91,0.0688292,6.27458,0.0688292,183.705,-0.646521,-1.36187
5.92,0.06523,6.27525,0.06523,185.561,-0.643669,-1.35257
5.93,0.0617243,6.27589,0.0617243,187.435,-0.640753,-1.34323
5.94,0.0583124,6.27649,0.0583124,189.328,-0.637772,-1.33386
5.95,0.0549946,6.27705,0.0549946,191.241,-0.634727,-1.32445
5.96,0.0517714,6.27759,0.0517714,193.172,-0.631619,-1.31501
5.97,0.048643,6.27809,0.048643,195.123,-0.628447,-1.30554
5.98,0.0456097,6.27856,0.0456097,197.094,-0.625212,-1.29603
5.99,0.0426718,6.279,0.0426718,199.084,-0.621914,-1.2865
6,0.0398297,6.27942,0.0398297,201.095,-0.618554,-1.27694
6.01,0.0370836,6.2798,0.0370836,203.125,-0.615131,-1.26735
6.02,0.0344338,6.28016,0.0344338,205.176,-0.611647,-1.25773
6.03,0.0318806,6.28049,0.0318806,207.248,-0.608101,-1.24808
6.04,0.0294241,6.2808,0.0294241,209.341,-0.604495,-1.23841
6.05,0.0270647,6.28108,0.0270647,211.454,-0.600828,-1.22872
6.06,0.0248026,6.28134,0.0248026,213.589,-0.5971,-1.219
6.07,0.0226381,6.28157,0.0226381,215.746,-0.593313,-1.20926
6.08,0.0205712,6.28179,0.0205712,217.924,-0.589465,-1.1995
6.09,0.0186023,6.28199,0.0186023,220.124,-0.585559,-1.18972
6.1,0.0167316,6.28216,0.0167316,222.346,-0.581594,-1.17992
6.11,0.0149591,6.28232,0.0149591,224.591,-0.577571,-1.1701
6.12,0.0132852,6.28246,0.0132852,226.858,-0.573489,-1.16026
6.13,0.0117099,6.28259,0.0117099,229.148,-0.56935,-1.15041
6.14,0.0102335,6.2827,0.0102335,231.46,-0.565154,-1.14054
6.15,0.00885606,6.28279,0.00885606,233.797,-0.560901,-1.13066
6.16,0.00757772,6.28287,0.00757772,236.156,-0.556592,-1.12076
6.17,0.00639862,6.28294,0.00639862,238.54,-0.552227,-1.11085
6.18,0.00531888,6.283,0.00531888,240.947,-0.547807,-1.10093
6.19,0.00433861,6.28305,0.00433861,243.379,-0.543331,-1.091
6.2,0.0034579,6.28309,0.0034579,245.835,-0.538801,-1.08106
6.21,0.00267685,6.28312,0.00267685,248.315,-0.534217,-1.07111
6.22,0.00199553,6.28314,0.00199553,250.821,-0.529579,-1.06115
6.23,0.001414,6.28316,0.001414,253.352,-0.524888,-1.05119
6.24,0.00093234,6.28317,0.00093234,255.908,-0.520145,-1.04122
6.25,0.000550582,6.28318,0.000550582,258.49,-0.515349,-1.03125
6.26,0.000268767,6.28318,0.000268767,261.098,-0.510502,-1.02127
6.27,8.69249E-05,6.28319,8.69249E-05,263.732,-0.505603,-1.01129
6.28,5.07308E-06,6.28319,5.07308E-06,266.393,-0.500653,-1.00131
6.29,2.322E-05,6.28319,2.322E-05,269.08,-0.495654,-0.991331
6.3,0.000141364,6.28319,0.000141364,271.794,-0.490604,-0.98135
6.31,0.000359492,6.28319,0.000359492,274.536,-0.485506,-0.971371
6.32,0.000677584,6.28319,0.000677584,277.305,-0.480358,-0.961394
6.33,0.00109561,6.2832,0.00109561,280.102,-0.475162,-0.95142
6.34,0.00161352,6.28322,0.00161352,282.927,-0.469919,-0.941452
6.35,0.00223127,6.28324,0.00223127,285.781,-0.464629,-0.931488
6.36,0.0029488,6.28326,0.0029488,288.663,-0.459291,-0.921531
6.37,0.00376603,6.28329,0.00376603,291.574,-0.453908,-0.911582
6.38,0.00468288,6.28334,0.00468288,294.514,-0.448479,-0.901641
6.39,0.00569927,6.28339,0.00569927,297.484,-0.443005,-0.89171
6.4,0.00681508,6.28345,0.00681508,300.484,-0.437487,-0.881789
6.41,0.00803021,6.28352,0.00803021,303.514,-0.431925,-0.87188
6.42,0.00934454,6.28361,0.00934454,306.574,-0.426319,-0.861983
6.43,0.0107579,6.28371,0.0107579,309.665,-0.420671,-0.8521
6.44,0.0122702,6.28383,0.0122702,312.788,-0.41498,-0.842231
6.45,0.0138813,6.28396,0.0138813,315.941,-0.409248,-0.832377
6.46,0.015591,6.28411,0.015591,319.126,-0.403475,-0.82254
6.47,0.0173992,6.28427,0.0173992,322.343,-0.397661,-0.812721
6.48,0.0193056,6.28445,0.0193056,325.593,-0.391807,-0.80292
6.49,0.02131,6.28466,0.02131,328.875,-0.385914,-0.793138
6.5,0.0234124,6.28488,0.0234124,332.19,-0.379982,-0.783377
6.51,0.0256124,6.28513,0.0256124,335.538,-0.374012,-0.773637
6.52,0.0279098,6.28539,0.0279098,338.92,-0.368005,-0.763919
6.53,0.0303044,6.28568,0.0303044,342.336,-0.36196,-0.754225
6.54,0.032796,6.286,0.032796,345.787,-0.355879,-0.744555
6.55,0.0353844,6.28634,0.0353844,349.272,-0.349763,-0.73491
6.56,0.0380692,6.28671,0.0380692,352.791,-0.343611,-0.725291
6.57,0.0408501,6.2871,0.0408501,356.347,-0.337425,-0.7157
6.58,0.043727,6.28752,0.043727,359.938,-0.331205,-0.706137
6.59,0.0466996,6.28798,0.0466996,363.565,-0.324951,-0.696602
6.6,0.0497674,6.28846,0.0497674,367.228,-0.318665,-0.687098
6.61,0.0529303,6.28897,0.0529303,370.928,-0.312347,-0.677625
6.62,0.0561879,6.28952,0.0561879,374.666,-0.305998,-0.668184
6.63,0.0595398,6.2901,0.0595398,378.441,-0.299618,-0.658776
6.64,0.0629858,6.29071,0.0629858,382.254,-0.293208,-0.649402
6.65,0.0665255,6.29136,0.0665255,386.105,-0.286768,-0.640062
6.66,0.0701586,6.29204,0.0701586,389.994,-0.2803,-0.630758
6.67,0.0738846,6.29276,0.0738846,393.923,-0.273803,-0.621491
6.68,0.0777033,6.29352,0.0777033,397.892,-0.267279,-0.612262
6.69,0.0816141,6.29431,0.0816141,401.9,-0.260728,-0.603071
6.7,0.0856169,6.29515,0.0856169,405.948,-0.254151,-0.593919
6.71,0.089711,6.29603,0.089711,410.037,-0.247549,-0.584808
6.72,0.0938962,6.29694,0.0938962,414.167,-0.240921,-0.575738
6.73,0.098172,6.2979,0.098172,418.339,-0.234269,-0.56671
6.74,0.102538,6.29891,0.102538,422.552,-0.227594,-0.557726
6.75,0.106994,6.29996,0.106994,426.808,-0.220896,-0.548785
6.76,0.111539,6.30105,0.111539,431.106,-0.214175,-0.539889
6.77,0.116173,6.30219,0.116173,435.448,-0.207433,-0.531039
6.78,0.120895,6.30337,0.120895,439.833,-0.200671,-0.522236
6.79,0.125705,6.30461,0.125705,444.262,-0.193888,-0.51348
6.8,0.130603,6.30589,0.130603,448.736,-0.187085,-0.504773
6.81,0.135587,6.30722,0.135587,453.254,-0.180264,-0.496115
6.82,0.140658,6.3086,0.140658,457.818,-0.173424,-0.487507
6.83,0.145815,6.31003,0.145815,462.428,-0.166568,-0.47895
6.84,0.151057,6.31152,0.151057,467.084,-0.159694,-0.470445
6.85,0.156384,6.31305,0.156384,471.787,-0.152804,-0.461993
6.86,0.161796,6.31464,0.161796,476.537,-0.145899,-0.453594
6.87,0.167291,6.31629,0.167291,481.335,-0.138979,-0.44525
6.88,0.17287,6.31799,0.17287,486.18,-0.132046,-0.436961
6.89,0.178531,6.31975,0.178531,491.075,-0.125098,-0.428728
6.9,0.184275,6.32156,0.184275,496.019,-0.118139,-0.420552
6.91,0.1901,6.32343,0.1901,501.012,-0.111167,-0.412434
6.92,0.196006,6.32536,0.196006,506.055,-0.104184,-0.404375
6.93,0.201993,6.32735,0.201993,511.149,-0.097191,-0.396374
6.94,0.208059,6.3294,0.208059,516.294,-0.0901878,-0.388434
6.95,0.214204,6.33151,0.214204,521.491,-0.0831755,-0.380555
6.96,0.220428,6.33369,0.220428,526.74,-0.0761548,-0.372738
6.97,0.22673,6.33592,0.22673,532.042,-0.0691264,-0.364983
6.98,0.23311,6.33822,0.23311,537.396,-0.0620909,-0.357292
6.99,0.239566,6.34059,0.239566,542.805,-0.0550492,-0.349664
7,0.246098,6.34301,0.246098,548.268,-0.0480019,-0.342102
7.01,0.252705,6.34551,0.252705,553.786,-0.0409497,-0.334605
7.02,0.259387,6.34807,0.259387,559.359,-0.0338933,-0.327174
7.03,0.266144,6.3507,0.266144,564.988,-0.0268334,-0.31981
7.04,0.272973,6.35339,0.272973,570.673,-0.0197708,-0.312515
7.05,0.279876,6.35615,0.279876,576.416,-0.012706,-0.305288
7.06,0.28685,6.35899,0.28685,582.216,-0.00563998,-0.29813
7.07,0.293896,6.36189,0.293896,588.075,0.00142674,-0.291042
7.08,0.301012,6.36487,0.301012,593.992,0.0084934,-0.284025
7.09,0.308198,6.36791,0.308198,599.969,0.0155593,-0.277079
7.1,0.315453,6.37103,0.315453,606.006,0.0226237,-0.270206
7.11,0.322777,6.37422,0.322777,612.103,0.029686,-0.263405
7.12,0.330169,6.37749,0.330169,618.261,0.0367453,-0.256678
7.13,0.337627,6.38083,0.337627,624.482,0.0438011,-0.250025
7.14,0.345152,6.38424,0.345152,630.764,0.0508526,-0.243447
7.15,0.352742,6.38773,0.352742,637.11,0.057899,-0.236944
7.16,0.360397,6.39129,0.360397,643.52,0.0649398,-0.230518
7.17,0.368116,6.39494,0.368116,649.994,0.0719741,-0.224168
7.18,0.375898,6.39866,0.375898,656.533,0.0790013,-0.217895
7.19,0.383743,6.40246,0.383743,663.137,0.0860207,-0.211701
7.2,0.391649,6.40633,0.391649,669.808,0.0930316,-0.205586
7.21,0.399616,6.41029,0.399616,676.546,0.100033,-0.199549
7.22,0.407643,6.41432,0.407643,683.351,0.107025,-0.193593
7.23,0.415729,6.41844,0.415729,690.225,0.114006,-0.187717
7.24,0.423874,6.42264,0.423874,697.167,0.120976,-0.181922
7.25,0.432076,6.42692,0.432076,704.18,0.127933,-0.176209
7.26,0.440335,6.43128,0.440335,711.263,0.134878,-0.170578
7.27,0.44865,6.43573,0.44865,718.416,0.14181,-0.16503
7.28,0.45702,6.44025,0.45702,725.642,0.148727,-0.159565
7.29,0.465445,6.44487,0.465445,732.94,0.15563,-0.154184
7.3,0.473922,6.44956,0.473922,740.312,0.162517,-0.148888
7.31,0.482453,6.45435,0.482453,747.757,0.169388,-0.143676
7.32,0.491035,6.45921,0.491035,755.278,0.176242,-0.13855
7.33,0.499668,6.46417,0.499668,762.873,0.183079,-0.133511
7.34,0.508352,6.46921,0.508352,770.545,0.189897,-0.128557
7.35,0.517084,6.47433,0.517084,778.294,0.196697,-0.123691
7.36,0.525865,6.47955,0.525865,786.121,0.203476,-0.118912
7.37,0.534693,6.48485,0.534693,794.027,0.210236,-0.114221
7.38,0.543567,6.49024,0.543567,802.011,0.216974,-0.109618
7.39,0.552488,6.49572,0.552488,810.076,0.223691,-0.105105
7.4,0.561453,6.50129,0.561453,818.222,0.230386,-0.100681
7.41,0.570462,6.50695,0.570462,826.45,0.237058,-0.0963463
7.42,0.579513,6.5127,0.579513,834.76,0.243706,-0.0921021
7.43,0.588607,6.51854,0.588607,843.154,0.250329,-0.0879487
7.44,0.597742,6.52447,0.597742,851.631,0.256928,-0.0838863
7.45,0.606917,6.5305,0.606917,860.194,0.263501,-0.0799154
7.46,0.616132,6.53661,0.616132,868.844,0.270048,-0.0760364
7.47,0.625385,6.54282,0.625385,877.579,0.276568,-0.0722497
7.48,0.634675,6.54912,0.634675,886.403,0.28306,-0.0685556
7.49,0.644002,6.55551,0.644002,895.315,0.289524,-0.0649546
7.5,0.653365,6.562,0.653365,904.317,0.295959,-0.061447
7.51,0.662762,6.56858,0.662762,913.409,0.302364,-0.0580331
7.52,0.672193,6.57526,0.672193,922.592,0.30874,-0.0547133
7.53,0.681656,6.58202,0.681656,931.867,0.315084,-0.0514879
7.54,0.691152,6.58889,0.691152,941.236,0.321397,-0.0483572
7.55,0.700678,6.59585,0.700678,950.698,0.327678,-0.0453216
7.56,0.710235,6.6029,0.710235,960.256,0.333927,-0.0423814
7.57,0.71982,6.61005,0.71982,969.91,0.340142,-0.0395368
7.58,0.729433,6.6173,0.729433,979.66,0.346323,-0.0367882
7.59,0.739074,6.62464,0.739074,989.509,0.352469,-0.0341358
7.6,0.74874,6.63208,0.74874,999.456,0.35858,-0.0315799
7.61,0.758432,6.63962,0.758432,1009.5,0.364656,-0.0291207
7.62,0.768148,6.64725,0.768148,1019.65,0.370694,-0.0267585
7.63,0.777886,6.65498,0.777886,1029.9,0.376696,-0.0244935
7.64,0.787648,6.66281,0.787648,1040.25,0.382661,-0.022326
7.65,0.79743,6.67073,0.79743,1050.71,0.388587,-0.0202562
7.66,0.807233,6.67876,0.807233,1061.27,0.394474,-0.0182842
7.67,0.817055,6.68688,0.817055,1071.94,0.400322,-0.0164103
7.68,0.826895,6.6951,0.826895,1082.72,0.40613,-0.0146347
7.69,0.836752,6.70341,0.836752,1093.6,0.411897,-0.0129575
7.7,0.846626,6.71183,0.846626,1104.59,0.417624,-0.0113789
7.71,0.856515,6.72035,0.856515,1115.69,0.423308,-0.00989914
7.72,0.866419,6.72896,0.866419,1126.91,0.42895,-0.00851827
7.73,0.876336,6.73768,0.876336,1138.23,0.43455,-0.00723644
7.74,0.886265,6.74649,0.886265,1149.68,0.440106,-0.00605381
7.75,0.896206,6.7554,0.896206,1161.23,0.445618,-0.00497048
7.76,0.906157,6.76441,0.906157,1172.9,0.451085,-0.00398657
7.77,0.916117,6.77352,0.916117,1184.69,0.456507,-0.00310218
7.78,0.926086,6.78274,0.926086,1196.6,0.461884,-0.00231738
7.79,0.936062,6.79205,0.936062,1208.63,0.467215,-0.00163228
7.8,0.946045,6.80146,0.946045,1220.77,0.472499,-0.00104692
7.81,0.956033,6.81097,0.956033,1233.04,0.477736,-0.00056138
7.82,0.966025,6.82058,0.966025,1245.43,0.482925,-0.0001757
7.83,0.976021,6.83029,0.976021,1257.95,0.488065,0.000110079
7.84,0.986019,6.8401,0.986019,1270.59,0.493157,0.000295927
7.85,0.996018,6.85001,0.996018,1283.36,0.4982,0.000381825
