"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi"
0.462,0.2,0.4,0.9,3.71956,9.29776,3.71956,-8.36589,1,3.71956
0.4635,0.2,0.4,0.9,3.72866,9.11403,3.72866,-8.35555,1,3.72866
0.465,0.2,0.4,0.9,3.73776,8.91007,3.73776,-8.34517,1,3.73776
0.4665,0.2,0.4,0.9,3.74686,8.68632,3.74686,-8.33477,1,3.74686
0.468,0.2,0.4,0.9,3.75597,8.44328,3.75597,-8.32434,1,3.75597
0.4695,0.2,0.4,0.9,3.76508,8.1815,3.76508,-8.31388,1,3.76508
0.471,0.2,0.4,0.9,3.77418,7.90155,3.77418,-8.30339,1,3.77418
0.4725,0.2,0.4,0.9,3.78328,7.60406,3.78328,-8.29288,1,3.78328
0.474,0.2,0.4,0.9,3.79239,7.28969,3.79239,-8.28233,1,3.79239
0.4755,0.2,0.4,0.9,3.80149,6.95913,3.80149,-8.27175,1,3.80149
0.477,0.2,0.4,0.9,3.81059,6.61312,3.81059,-8.26114,1,3.81059
0.4785,0.2,0.4,0.9,3.81968,6.25243,3.81968,-8.25051,1,3.81968
0.48,0.2,0.4,0.9,3.82877,5.87785,3.82877,-8.23984,1,3.82877
0.4815,0.2,0.4,0.9,3.83786,5.49023,3.83786,-8.22915,1,3.83786
0.483,0.2,0.4,0.9,3.84694,5.09041,3.84694,-8.21842,1,3.84694
0.4845,0.2,0.4,0.9,3.85601,4.6793,3.85601,-8.20767,1,3.85601
0.486,0.2,0.4,0.9,3.86507,4.25779,3.86507,-8.19689,1,3.86507
0.4875,0.2,0.4,0.9,3.87413,3.82683,3.87413,-8.18607,1,3.87413
0.489,0.2,0.4,0.9,3.88317,3.38738,3.88317,-8.17523,1,3.88317
0.4905,0.2,0.4,0.9,3.89221,2.9404,3.89221,-8.16436,1,3.89221
0.492,0.2,0.4,0.9,3.90123,2.4869,3.90123,-8.15346,1,3.90123
0.4935,0.2,0.4,0.9,3.91024,2.02787,3.91024,-8.14254,1,3.91024
0.495,0.2,0.4,0.9,3.91924,1.56434,3.91924,-8.13158,1,3.91924
0.4965,0.2,0.4,0.9,3.92822,1.09734,3.92822,-8.12059,1,3.92822
0.498,0.2,0.4,0.9,3.93719,0.627905,3.93719,-8.10958,1,3.93719
0.4995,0.2,0.4,0.9,3.94613,0.157073,3.94613,-8.09854,1,3.94613
0.501,0.2,0.4,0.9,3.95507,-0.314108,3.95507,-8.08746,1,3.95507
0.5025,0.2,0.4,0.9,3.96398,-0.784591,3.96398,-8.07636,1,3.96398
0.504,0.2,0.4,0.9,3.97287,-1.25333,3.97287,-8.06523,1,3.97287
0.5055,0.2,0.4,0.9,3.98174,-1.71929,3.98174,-8.05408,1,3.98174
0.507,0.2,0.4,0.9,3.99059,-2.18143,3.99059,-8.04289,1,3.99059
0.5085,0.2,0.4,0.9,3.99942,-2.63873,3.99942,-8.03167,1,3.99942
0.51,0.2,0.4,0.9,4.00822,-3.09017,4.00822,-8.02043,1,4.00822
0.5115,0.2,0.4,0.9,4.017,-3.53475,4.017,-8.00916,1,4.017
0.513,0.2,0.4,0.9,4.02575,-3.97148,4.02575,-7.99786,1,4.02575
0.5145,0.2,0.4,0.9,4.03448,-4.39939,4.03448,-7.98653,1,4.03448
0.516,0.2,0.4,0.9,4.04318,-4.81754,4.04318,-7.97517,1,4.04318
0.5175,0.2,0.4,0.9,4.05185,-5.22499,4.05185,-7.96378,1,4.05185
0.519,0.2,0.4,0.9,4.06048,-5.62083,4.06048,-7.95237,1,4.06048
0.5205,0.2,0.4,0.9,4.06909,-6.0042,4.06909,-7.94093,1,4.06909
0.522,0.2,0.4,0.9,4.07767,-6.37424,4.07767,-7.92945,1,4.07767
0.5235,0.2,0.4,0.9,4.08622,-6.73012,4.08622,-7.91796,1,4.08622
0.525,0.2,0.4,0.9,4.09473,-7.07107,4.09473,-7.90643,1,4.09473
0.5265,0.2,0.4,0.9,4.10321,-7.39631,4.10321,-7.89487,1,4.10321
0.528,0.2,0.4,0.9,4.11165,-7.70513,4.11165,-7.88329,1,4.11165
0.5295,0.2,0.4,0.9,4.12006,-7.99685,4.12006,-7.87168,1,4.12006
0.531,0.2,0.4,0.9,4.12843,-8.27081,4.12843,-7.86004,1,4.12843
0.5325,0.2,0.4,0.9,4.13677,-8.5264,4.13677,-7.84837,1,4.13677
0.534,0.2,0.4,0.9,4.14507,-8.76307,4.14507,-7.83668,1,4.14507
0.5355,0.2,0.4,0.9,4.15333,-8.98028,4.15333,-7.82495,1,4.15333
0.537,0.2,0.4,0.9,4.16155,-9.17755,4.16155,-7.8132,1,4.16155
0.5385,0.2,0.4,0.9,4.16974,-9.35444,4.16974,-7.80142,1,4.16974
0.54,0.2,0.4,0.9,4.17789,-9.51056,4.17789,-7.78962,1,4.17789
0.5415,0.2,0.4,0.9,4.186,-9.64557,4.186,-7.77779,1,4.186
0.543,0.2,0.4,0.9,4.19407,-9.75917,4.19407,-7.76592,1,4.19407
0.5445,0.2,0.4,0.9,4.2021,-9.85109,4.2021,-7.75403,1,4.2021
0.546,0.2,0.4,0.9,4.21009,-9.92115,4.21009,-7.74212,1,4.21009
0.5475,0.2,0.4,0.9,4.21804,-9.96917,4.21804,-7.73017,1,4.21804
0.549,0.2,0.4,0.9,4.22595,-9.99507,4.22595,-7.7182,1,4.22595
0.5505,0.2,0.4,0.9,4.23382,-9.99877,4.23382,-7.7062,1,4.23382
0.552,0.2,0.4,0.9,4.24165,-9.98027,4.24165,-7.69418,1,4.24165
0.5535,0.2,0.4,0.9,4.24945,-9.93961,4.24945,-7.68212,1,4.24945
0.555,0.2,0.4,0.9,4.2572,-9.87688,4.2572,-7.67004,1,4.2572
0.5565,0.2,0.4,0.9,4.26491,-9.79223,4.26491,-7.65793,1,4.26491
0.558,0.2,0.4,0.9,4.27258,-9.68583,4.27258,-7.6458,1,4.27258
0.5595,0.2,0.4,0.9,4.28022,-9.55793,4.28022,-7.63364,1,4.28022
0.561,0.2,0.4,0.9,4.28781,-9.40881,4.28781,-7.62145,1,4.28781
0.5625,0.2,0.4,0.9,4.29537,-9.2388,4.29537,-7.60923,1,4.29537
0.564,0.2,0.4,0.9,4.30289,-9.04827,4.30289,-7.59698,1,4.30289
0.5655,0.2,0.4,0.9,4.31037,-8.83766,4.31037,-7.58471,1,4.31037
0.567,0.2,0.4,0.9,4.31782,-8.60742,4.31782,-7.57242,1,4.31782
0.5685,0.2,0.4,0.9,4.32522,-8.35807,4.32522,-7.56009,1,4.32522
0.57,0.2,0.4,0.9,4.3326,-8.09017,4.3326,-7.54774,1,4.3326
0.5715,0.2,0.4,0.9,4.33993,-7.8043,4.33993,-7.53536,1,4.33993
0.573,0.2,0.4,0.9,4.34724,-7.50111,4.34724,-7.52296,1,4.34724
0.5745,0.2,0.4,0.9,4.35451,-7.18126,4.35451,-7.51052,1,4.35451
0.576,0.2,0.4,0.9,4.36174,-6.84547,4.36174,-7.49807,1,4.36174
0.5775,0.2,0.4,0.9,4.36895,-6.49448,4.36895,-7.48558,1,4.36895
0.579,0.2,0.4,0.9,4.37612,-6.12907,4.37612,-7.47307,1,4.37612
0.5805,0.2,0.4,0.9,4.38326,-5.75005,4.38326,-7.46053,1,4.38326
0.582,0.2,0.4,0.9,4.39037,-5.35827,4.39037,-7.44797,1,4.39037
0.5835,0.2,0.4,0.9,4.39745,-4.95459,4.39745,-7.43537,1,4.39745
0.585,0.2,0.4,0.9,4.40451,-4.53991,4.40451,-7.42276,1,4.40451
0.5865,0.2,0.4,0.9,4.41154,-4.11514,4.41154,-7.41011,1,4.41154
0.588,0.2,0.4,0.9,4.41854,-3.68125,4.41854,-7.39744,1,4.41854
0.5895,0.2,0.4,0.9,4.42552,-3.23917,4.42552,-7.38474,1,4.42552
0.591,0.2,0.4,0.9,4.43247,-2.78991,4.43247,-7.37202,1,4.43247
0.5925,0.2,0.4,0.9,4.4394,-2.33445,4.4394,-7.35927,1,4.4394
0.594,0.2,0.4,0.9,4.44631,-1.87381,4.44631,-7.3465,1,4.44631
0.5955,0.2,0.4,0.9,4.4532,-1.40901,4.4532,-7.3337,1,4.4532
0.597,0.2,0.4,0.9,4.46006,-0.941083,4.46006,-7.32087,1,4.46006
0.5985,0.2,0.4,0.9,4.46691,-0.471065,4.46691,-7.30801,1,4.46691
0.6,0.2,0.4,0.9,4.47375,-1.663E-12,4.47375,-7.29514,1,4.47375
0.6015,0.2,0.4,0.9,4.48056,0.471065,4.48056,-7.28223,1,4.48056
0.603,0.2,0.4,0.9,4.48736,0.941083,4.48736,-7.2693,1,4.48736
0.6045,0.2,0.4,0.9,4.49415,1.40901,4.49415,-7.25634,1,4.49415
0.606,0.2,0.4,0.9,4.50092,1.87381,4.50092,-7.24336,1,4.50092
0.6075,0.2,0.4,0.9,4.50768,2.33445,4.50768,-7.23035,1,4.50768
0.609,0.2,0.4,0.9,4.51443,2.78991,4.51443,-7.21732,1,4.51443
0.6105,0.2,0.4,0.9,4.52117,3.23917,4.52117,-7.20426,1,4.52117
0.612,0.2,0.4,0.9,4.52791,3.68125,4.52791,-7.19117,1,4.52791
0.6135,0.2,0.4,0.9,4.53463,4.11514,4.53463,-7.17806,1,4.53463
0.615,0.2,0.4,0.9,4.54135,4.53991,4.54135,-7.16492,1,4.54135
0.6165,0.2,0.4,0.9,4.54806,4.95459,4.54806,-7.15176,1,4.54806
0.618,0.2,0.4,0.9,4.55476,5.35827,4.55476,-7.13857,1,4.55476
0.6195,0.2,0.4,0.9,4.56146,5.75005,4.56146,-7.12536,1,4.56146
0.621,0.2,0.4,0.9,4.56816,6.12907,4.56816,-7.11212,1,4.56816
0.6225,0.2,0.4,0.9,4.57486,6.49448,4.57486,-7.09886,1,4.57486
0.624,0.2,0.4,0.9,4.58155,6.84547,4.58155,-7.08557,1,4.58155
0.6255,0.2,0.4,0.9,4.58825,7.18126,4.58825,-7.07226,1,4.58825
0.627,0.2,0.4,0.9,4.59494,7.50111,4.59494,-7.05892,1,4.59494
0.6285,0.2,0.4,0.9,4.60164,7.8043,4.60164,-7.04555,1,4.60164
0.63,0.2,0.4,0.9,4.60834,8.09017,4.60834,-7.03216,1,4.60834
0.6315,0.2,0.4,0.9,4.61504,8.35807,4.61504,-7.01875,1,4.61504
0.633,0.2,0.4,0.9,4.62174,8.60742,4.62174,-7.00531,1,4.62174
0.6345,0.2,0.4,0.9,4.62845,8.83766,4.62845,-6.99185,1,4.62845
0.636,0.2,0.4,0.9,4.63516,9.04827,4.63516,-6.97836,1,4.63516
0.6375,0.2,0.4,0.9,4.64187,9.2388,4.64187,-6.96484,1,4.64187
0.639,0.2,0.4,0.9,4.64859,9.40881,4.64859,-6.95131,1,4.64859
0.6405,0.2,0.4,0.9,4.65532,9.55793,4.65532,-6.93774,1,4.65532
0.642,0.2,0.4,0.9,4.66205,9.68583,4.66205,-6.92416,1,4.66205
0.6435,0.2,0.4,0.9,4.66879,9.79223,4.66879,-6.91054,1,4.66879
0.645,0.2,0.4,0.9,4.67553,9.87688,4.67553,-6.89691,1,4.67553
0.6465,0.2,0.4,0.9,4.68228,9.93961,4.68228,-6.88324,1,4.68228
0.648,0.2,0.4,0.9,4.68904,9.98027,4.68904,-6.86956,1,4.68904
0.6495,0.2,0.4,0.9,4.69581,9.99877,4.69581,-6.85585,1,4.69581
0.651,0.2,0.4,0.9,4.70258,9.99507,4.70258,-6.84211,1,4.70258
0.6525,0.2,0.4,0.9,4.70936,9.96917,4.70936,-6.82836,1,4.70936
0.654,0.2,0.4,0.9,4.71615,9.92115,4.71615,-6.81457,1,4.71615
0.6555,0.2,0.4,0.9,4.72294,9.85109,4.72294,-6.80077,1,4.72294
0.657,0.2,0.4,0.9,4.72974,9.75917,4.72974,-6.78693,1,4.72974
0.6585,0.2,0.4,0.9,4.73655,9.64557,4.73655,-6.77308,1,4.73655
0.66,0.2,0.4,0.9,4.74336,9.51056,4.74336,-6.7592,1,4.74336
0.6615,0.2,0.4,0.9,4.75018,9.35444,4.75018,-6.7453,1,4.75018
0.663,0.2,0.4,0.9,4.75701,9.17755,4.75701,-6.73137,1,4.75701
0.6645,0.2,0.4,0.9,4.76384,8.98028,4.76384,-6.71742,1,4.76384
0.666,0.2,0.4,0.9,4.77067,8.76307,4.77067,-6.70344,1,4.77067
0.6675,0.2,0.4,0.9,4.77751,8.5264,4.77751,-6.68944,1,4.77751
0.669,0.2,0.4,0.9,4.78436,8.27081,4.78436,-6.67542,1,4.78436
0.6705,0.2,0.4,0.9,4.79121,7.99685,4.79121,-6.66137,1,4.79121
0.672,0.2,0.4,0.9,4.79806,7.70513,4.79806,-6.6473,1,4.79806
0.6735,0.2,0.4,0.9,4.80491,7.39631,4.80491,-6.63321,1,4.80491
0.675,0.2,0.4,0.9,4.81177,7.07107,4.81177,-6.61909,1,4.81177
0.6765,0.2,0.4,0.9,4.81863,6.73012,4.81863,-6.60495,1,4.81863
0.678,0.2,0.4,0.9,4.82548,6.37424,4.82548,-6.59078,1,4.82548
0.6795,0.2,0.4,0.9,4.83234,6.0042,4.83234,-6.5766,1,4.83234
0.681,0.2,0.4,0.9,4.83919,5.62083,4.83919,-6.56239,1,4.83919
0.6825,0.2,0.4,0.9,4.84605,5.22499,4.84605,-6.54815,1,4.84605
0.684,0.2,0.4,0.9,4.8529,4.81754,4.8529,-6.53389,1,4.8529
0.6855,0.2,0.4,0.9,4.85974,4.39939,4.85974,-6.51961,1,4.85974
0.687,0.2,0.4,0.9,4.86659,3.97148,4.86659,-6.50531,1,4.86659
0.6885,0.2,0.4,0.9,4.87342,3.53475,4.87342,-6.49098,1,4.87342
0.69,0.2,0.4,0.9,4.88025,3.09017,4.88025,-6.47663,1,4.88025
0.6915,0.2,0.4,0.9,4.88707,2.63873,4.88707,-6.46226,1,4.88707
0.693,0.2,0.4,0.9,4.89388,2.18143,4.89388,-6.44786,1,4.89388
0.6945,0.2,0.4,0.9,4.90069,1.71929,4.90069,-6.43344,1,4.90069
0.696,0.2,0.4,0.9,4.90748,1.25333,4.90748,-6.419,1,4.90748
0.6975,0.2,0.4,0.9,4.91426,0.784591,4.91426,-6.40453,1,4.91426
0.699,0.2,0.4,0.9,4.92103,0.314108,4.92103,-6.39004,1,4.92103
0.7005,0.2,0.4,0.9,4.92778,-0.157073,4.92778,-6.37553,1,4.92778
0.702,0.2,0.4,0.9,4.93452,-0.627905,4.93452,-6.361,1,4.93452
0.7035,0.2,0.4,0.9,4.94125,-1.09734,4.94125,-6.34645,1,4.94125
0.705,0.2,0.4,0.9,4.94795,-1.56434,4.94795,-6.33187,1,4.94795
0.7065,0.2,0.4,0.9,4.95464,-2.02787,4.95464,-6.31727,1,4.95464
0.708,0.2,0.4,0.9,4.96132,-2.4869,4.96132,-6.30264,1,4.96132
0.7095,0.2,0.4,0.9,4.96797,-2.9404,4.96797,-6.288,1,4.96797
0.711,0.2,0.4,0.9,4.97459,-3.38738,4.97459,-6.27333,1,4.97459
0.7125,0.2,0.4,0.9,4.9812,-3.82683,4.9812,-6.25864,1,4.9812
0.714,0.2,0.4,0.9,4.98779,-4.25779,4.98779,-6.24393,1,4.98779
0.7155,0.2,0.4,0.9,4.99435,-4.6793,4.99435,-6.22919,1,4.99435
0.717,0.2,0.4,0.9,5.00089,-5.09041,5.00089,-6.21444,1,5.00089
0.7185,0.2,0.4,0.9,5.0074,-5.49023,5.0074,-6.19966,1,5.0074
0.72,0.2,0.4,0.9,5.01388,-5.87785,5.01388,-6.18486,1,5.01388
0.7215,0.2,0.4,0.9,5.02034,-6.25243,5.02034,-6.17003,1,5.02034
0.723,0.2,0.4,0.9,5.02677,-6.61312,5.02677,-6.15519,1,5.02677
0.7245,0.2,0.4,0.9,5.03317,-6.95913,5.03317,-6.14032,1,5.03317
0.726,0.2,0.4,0.9,5.03954,-7.28969,5.03954,-6.12543,1,5.03954
0.7275,0.2,0.4,0.9,5.04588,-7.60406,5.04588,-6.11052,1,5.04588
0.729,0.2,0.4,0.9,5.0522,-7.90155,5.0522,-6.09559,1,5.0522
0.7305,0.2,0.4,0.9,5.05848,-8.1815,5.05848,-6.08064,1,5.05848
0.732,0.2,0.4,0.9,5.06472,-8.44328,5.06472,-6.06566,1,5.06472
0.7335,0.2,0.4,0.9,5.07094,-8.68632,5.07094,-6.05066,1,5.07094
0.735,0.2,0.4,0.9,5.07712,-8.91007,5.07712,-6.03565,1,5.07712
0.7365,0.2,0.4,0.9,5.08327,-9.11403,5.08327,-6.02061,1,5.08327
0.738,0.2,0.4,0.9,5.08938,-9.29776,5.08938,-6.00555,1,5.08938
0.7395,0.2,0.4,0.9,5.09546,-9.46085,5.09546,-5.99046,1,5.09546
0.741,0.2,0.4,0.9,5.10151,-9.60294,5.10151,-5.97536,1,5.10151
0.7425,0.2,0.4,0.9,5.10752,-9.7237,5.10752,-5.96023,1,5.10752
0.744,0.2,0.4,0.9,5.1135,-9.82287,5.1135,-5.94509,1,5.1135
0.7455,0.2,0.4,0.9,5.11944,-9.90024,5.11944,-5.92992,1,5.11944
0.747,0.2,0.4,0.9,5.12534,-9.95562,5.12534,-5.91473,1,5.12534
0.7485,0.2,0.4,0.9,5.13121,-9.9889,5.13121,-5.89952,1,5.13121
0.75,0.2,0.4,0.9,5.13704,-10,5.13704,-5.88429,1,5.13704
0.7515,0.2,0.4,0.9,5.14284,-9.9889,5.14284,-5.86904,1,5.14284
0.753,0.2,0.4,0.9,5.1486,-9.95562,5.1486,-5.85377,1,5.1486
0.7545,0.2,0.4,0.9,5.15433,-9.90024,5.15433,-5.83848,1,5.15433
0.756,0.2,0.4,0.9,5.16002,-9.82287,5.16002,-5.82316,1,5.16002
0.7575,0.2,0.4,0.9,5.16568,-9.7237,5.16568,-5.80783,1,5.16568
0.759,0.2,0.4,0.9,5.1713,-9.60294,5.1713,-5.79247,1,5.1713
0.7605,0.2,0.4,0.9,5.17688,-9.46085,5.17688,-5.7771,1,5.17688
0.762,0.2,0.4,0.9,5.18244,-9.29776,5.18244,-5.7617,1,5.18244
0.7635,0.2,0.4,0.9,5.18796,-9.11403,5.18796,-5.74629,1,5.18796
0.765,0.2,0.4,0.9,5.19344,-8.91007,5.19344,-5.73085,1,5.19344
0.7665,0.2,0.4,0.9,5.19889,-8.68632,5.19889,-5.71539,1,5.19889
0.768,0.2,0.4,0.9,5.20431,-8.44328,5.20431,-5.69991,1,5.20431
0.7695,0.2,0.4,0.9,5.2097,-8.1815,5.2097,-5.68442,1,5.2097
0.771,0.2,0.4,0.9,5.21505,-7.90155,5.21505,-5.6689,1,5.21505
0.7725,0.2,0.4,0.9,5.22038,-7.60406,5.22038,-5.65336,1,5.22038
0.774,0.2,0.4,0.9,5.22568,-7.28969,5.22568,-5.6378,1,5.22568
0.7755,0.2,0.4,0.9,5.23094,-6.95913,5.23094,-5.62222,1,5.23094
0.777,0.2,0.4,0.9,5.23618,-6.61312,5.23618,-5.60663,1,5.23618
0.7785,0.2,0.4,0.9,5.24139,-6.25243,5.24139,-5.59101,1,5.24139
0.78,0.2,0.4,0.9,5.24657,-5.87785,5.24657,-5.57537,1,5.24657
0.7815,0.2,0.4,0.9,5.25173,-5.49023,5.25173,-5.55971,1,5.25173
0.783,0.2,0.4,0.9,5.25687,-5.09041,5.25687,-5.54403,1,5.25687
0.7845,0.2,0.4,0.9,5.26197,-4.6793,5.26197,-5.52834,1,5.26197
0.786,0.2,0.4,0.9,5.26706,-4.25779,5.26706,-5.51262,1,5.26706
0.7875,0.2,0.4,0.9,5.27213,-3.82683,5.27213,-5.49688,1,5.27213
0.789,0.2,0.4,0.9,5.27717,-3.38738,5.27717,-5.48113,1,5.27717
0.7905,0.2,0.4,0.9,5.28219,-2.9404,5.28219,-5.46535,1,5.28219
0.792,0.2,0.4,0.9,5.2872,-2.4869,5.2872,1.65793,1,5.2872
0.7935,0.2,0.4,0.9,5.2922,-2.02787,5.2922,1.35192,1,5.2922
0.795,0.2,0.4,0.9,5.2972,-1.56434,5.2972,1.0429,1,5.2972
0.7965,0.2,0.4,0.9,5.3022,-1.09734,5.3022,0.731562,1,5.3022
0.798,0.2,0.4,0.9,5.3072,-0.627905,5.3072,0.418603,1,5.3072
0.7995,0.2,0.4,0.9,5.3122,-0.157073,5.3122,0.104715,1,5.3122
0.801,0.2,0.4,0.9,5.3172,0.314108,5.3172,-0.209405,1,5.3172
0.8025,0.2,0.4,0.9,5.3222,0.784591,5.3222,-0.523061,1,5.3222
0.804,0.2,0.4,0.9,5.32721,1.25333,5.32721,-0.835555,1,5.32721
0.8055,0.2,0.4,0.9,5.33221,1.71929,5.33221,-1.14619,1,5.33221
0.807,0.2,0.4,0.9,5.33721,2.18143,5.33721,-1.45429,1,5.33721
0.8085,0.2,0.4,0.9,5.34222,2.63873,5.34222,-1.75915,1,5.34222
0.81,0.2,0.4,0.9,5.34723,3.09017,5.34723,-2.06011,1,5.34723
0.8115,0.2,0.4,0.9,5.35223,3.53475,5.35223,-2.3565,1,5.35223
0.813,0.2,0.4,0.9,5.35725,3.97148,5.35725,-2.64765,1,5.35725
0.8145,0.2,0.4,0.9,5.36226,4.39939,5.36226,-2.93293,1,5.36226
0.816,0.2,0.4,0.9,5.36728,4.81754,5.36728,-3.21169,1,5.36728
0.8175,0.2,0.4,0.9,5.3723,5.22499,5.3723,-3.48332,1,5.3723
0.819,0.2,0.4,0.9,5.37733,5.62083,5.37733,-3.74722,1,5.37733
0.8205,0.2,0.4,0.9,5.38236,6.0042,5.38236,-4.0028,1,5.38236
0.822,0.2,0.4,0.9,5.38739,6.37424,5.38739,-4.24949,1,5.38739
0.8235,0.2,0.4,0.9,5.39243,6.73012,5.39243,-4.48675,1,5.39243
0.825,0.2,0.4,0.9,5.39748,7.07107,5.39748,-4.71405,1,5.39748
0.8265,0.2,0.4,0.9,5.40253,7.39631,5.40253,-4.93087,1,5.40253
0.828,0.2,0.4,0.9,5.40758,7.70513,5.40758,-5.13675,1,5.40758
0.8295,0.2,0.4,0.9,5.41264,7.99685,5.41264,-5.33123,1,5.41264
0.831,0.2,0.4,0.9,5.41771,8.27081,5.41771,-5.51387,1,5.41771
0.8325,0.2,0.4,0.9,5.42278,8.5264,5.42278,-5.01596,1,5.42278
0.834,0.2,0.4,0.9,5.42786,8.76307,5.42786,-4.99964,1,5.42786
0.8355,0.2,0.4,0.9,5.43295,8.98028,5.43295,-4.98331,1,5.43295
0.837,0.2,0.4,0.9,5.43805,9.17755,5.43805,-4.96696,1,5.43805
0.8385,0.2,0.4,0.9,5.44316,9.35444,5.44316,-4.95059,1,5.44316
0.84,0.2,0.4,0.9,5.44827,9.51056,5.44827,-4.9342,1,5.44827
0.8415,0.2,0.4,0.9,5.4534,9.64557,5.4534,-4.9178,1,5.4534
0.843,0.2,0.4,0.9,5.45854,9.75917,5.45854,-4.90138,1,5.45854
0.8445,0.2,0.4,0.9,5.46369,9.85109,5.46369,-4.88494,1,5.46369
0.846,0.2,0.4,0.9,5.46885,9.92115,5.46885,-4.86848,1,5.46885
0.8475,0.2,0.4,0.9,5.47402,9.96917,5.47402,-4.85201,1,5.47402
0.849,0.2,0.4,0.9,5.4792,9.99507,5.4792,-4.83552,1,5.4792
0.8505,0.2,0.4,0.9,5.4844,9.99877,5.4844,-4.81901,1,5.4844
0.852,0.2,0.4,0.9,5.4896,9.98027,5.4896,-4.80248,1,5.4896
0.8535,0.2,0.4,0.9,5.49482,9.93961,5.49482,-4.78594,1,5.49482
0.855,0.2,0.4,0.9,5.50005,9.87688,5.50005,-4.76938,1,5.50005
0.8565,0.2,0.4,0.9,5.50529,9.79223,5.50529,-4.75281,1,5.50529
0.858,0.2,0.4,0.9,5.51054,9.68583,5.51054,-4.73621,1,5.51054
0.8595,0.2,0.4,0.9,5.5158,9.55793,5.5158,-4.7196,1,5.5158
0.861,0.2,0.4,0.9,5.52107,9.40881,5.52107,-4.70298,1,5.52107
0.8625,0.2,0.4,0.9,5.52636,9.2388,5.52636,-4.68633,1,5.52636
0.864,0.2,0.4,0.9,5.53165,9.04827,5.53165,-4.66967,1,5.53165
0.8655,0.2,0.4,0.9,5.53695,8.83766,5.53695,-4.653,1,5.53695
0.867,0.2,0.4,0.9,5.54227,8.60742,5.54227,-4.6363,1,5.54227
0.8685,0.2,0.4,0.9,5.54759,8.35807,5.54759,-4.6196,1,5.54759
0.87,0.2,0.4,0.9,5.55292,8.09017,5.55292,-4.60287,1,5.55292
0.8715,0.2,0.4,0.9,5.55826,7.8043,5.55826,-4.58613,1,5.55826
0.873,0.2,0.4,0.9,5.5636,7.50111,5.5636,-4.56937,1,5.5636
0.8745,0.2,0.4,0.9,5.56896,7.18126,5.56896,-4.55259,1,5.56896
0.876,0.2,0.4,0.9,5.57432,6.84547,5.57432,-4.5358,1,5.57432
0.8775,0.2,0.4,0.9,5.57968,6.49448,5.57968,-4.519,1,5.57968
0.879,0.2,0.4,0.9,5.58505,6.12907,5.58505,-4.50217,1,5.58505
0.8805,0.2,0.4,0.9,5.59042,5.75005,5.59042,-4.48533,1,5.59042
0.882,0.2,0.4,0.9,5.5958,5.35827,5.5958,-4.46848,1,5.5958
0.8835,0.2,0.4,0.9,5.60117,4.95459,5.60117,-4.45161,1,5.60117
0.885,0.2,0.4,0.9,5.60655,4.53991,5.60655,-4.43472,1,5.60655
0.8865,0.2,0.4,0.9,5.61193,4.11514,5.61193,-4.41782,1,5.61193
0.888,0.2,0.4,0.9,5.61731,3.68125,5.61731,-4.4009,1,5.61731
0.8895,0.2,0.4,0.9,5.62269,3.23917,5.62269,-4.38397,1,5.62269
0.891,0.2,0.4,0.9,5.62806,2.78991,5.62806,-4.36702,1,5.62806
0.8925,0.2,0.4,0.9,5.63343,2.33445,5.63343,-4.35005,1,5.63343
0.894,0.2,0.4,0.9,5.6388,1.87381,5.6388,-4.33307,1,5.6388
0.8955,0.2,0.4,0.9,5.64416,1.40901,5.64416,-4.31608,1,5.64416
0.897,0.2,0.4,0.9,5.64951,0.941083,5.64951,-4.29907,1,5.64951
0.8985,0.2,0.4,0.9,5.65486,0.471065,5.65486,-4.28204,1,5.65486
0.9,0.2,0.4,0.9,5.66019,2.86993E-14,5.66019,-4.265,1,5.66019
0.9015,0.2,0.4,0.9,5.66552,-0.471065,5.66552,-4.24794,1,5.66552
0.903,0.2,0.4,0.9,5.67084,-0.941083,5.67084,-4.23087,1,5.67084
0.9045,0.2,0.4,0.9,5.67614,-1.40901,5.67614,-4.21378,1,5.67614
0.906,0.2,0.4,0.9,5.68144,-1.87381,5.68144,-4.19668,1,5.68144
0.9075,0.2,0.4,0.9,5.68672,-2.33445,5.68672,-1.77703,1,5.68672
0.909,0.2,0.4,0.9,5.69198,-2.78991,5.69198,-1.47339,1,5.69198
0.9105,0.2,0.4,0.9,5.69724,-3.23917,5.69724,-1.17388,1,5.69724
0.912,0.2,0.4,0.9,5.7025,-3.68125,5.7025,-0.87917,1,5.7025
0.9135,0.2,0.4,0.9,5.70774,-4.11514,5.70774,-0.589904,1,5.70774
0.915,0.2,0.4,0.9,5.71297,-4.53991,5.71297,-0.30673,1,5.71297
0.9165,0.2,0.4,0.9,5.71818,-4.95459,5.71818,-0.0302755,1,5.71818
0.918,0.2,0.4,0.9,5.72339,-5.35827,5.72339,0.238845,1,5.72339
0.9195,0.2,0.4,0.9,5.72859,-5.75005,5.72859,0.500035,1,5.72859
0.921,0.2,0.4,0.9,5.73377,-6.12907,5.73377,0.752714,1,5.73377
0.9225,0.2,0.4,0.9,5.73894,-6.49448,5.73894,0.99632,1,5.73894
0.924,0.2,0.4,0.9,5.7441,-6.84547,5.7441,1.23031,1,5.7441
0.9255,0.2,0.4,0.9,5.74925,-7.18126,5.74925,1.45418,1,5.74925
